ID,Title,Date,URL,Image URL,Language,Short Text,Full Text,Comments Count
5027139,Штормовое предупреждение объявлено в нескольких областях Казахстана,"11 июня 2020,17:07",https://www.zakon.kz/5027139-shtormovoe-preduprezhdenie-obyavleno-v.html,https://static.zakon.kz/uploads/posts/2020-06/2020061117064538425_2020060116061342010_460x825_31.jpg,ru,Вероятность шторма 85-100 %.  ,"
Штормовое предупреждение объявлено 12 июня в нескольких областях Казахстана, передает zakon.kz.  Утром и днем в Акмолинской области местами ожидается гроза. Днем местами ожидается сильная жара до 35 градусов, ветер северо-восточный с переходом на юго-западный 15-18 м/с. Местами ожидается чрезвычайная пожарная опасность. В Мангистауской области на юге сохраняется сильная жара 40 градусов. В Западно-Казахстанской области ночью местами ожидается гроза. Днем на юге сильная жара 35-38 градусов. В Кызылординской области ожидается сильная жара 40 градусов. Ветер северо-восточный утром и днем местами 15-20 м/с с пыльной бурей. В Костанайской области местами ожидается гроза. Ветер юго-западный местами 15-20 м/с. Сохраняется сильная жара 35 градусов. Днем 12, сутки 13 июня в Северо-Казахстанской области местами ожидается гроза. Днем 13 июня местами ожидаются шквал, град. Днем 12, сутки 13 июня ветер юго-западный с переходом на северо-восточный местами 15-20 м/с. В Петропавловске днем 12-13 июня ожидается гроза. Днем 13 июня ожидаются шквал, град. Днем 12, сутки 13 июня ветер юго-западный с переходом на северо-восточный порывы 15-20 м/с. Вероятность шторма 85-100 %.
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",0
5027138,"Мария Агапова о том, почему не вернется в Казахстан и как отшить парня","11 июня 2020,17:04",https://www.zakon.kz/5027138-mariya-agapova-o-tom-pochemu-ne.html,https://static.zakon.kz/uploads/posts/2020-06/2020061117034111874_agapova-mariya3.jpg,ru,Дебют в UFC казахстанки состоится 13 июня.,"
Казахстанская спортсменка, выступающая в смешанных единоборствах, Мария Агапова за пару дней до своего дебюта в сильнейшей лиге UFC в откровенном интервью рассказала, почему не вернется в родной Павлодар из США, где сейчас проживает, чем опасны парни- выходцы из бывшего СССР и есть ли силы для тренировок и боев у вегетарианцев, передает zakon.kz. Агапова в интервью Youtube-каналу ""Ушатайка"" заявила, что в Казахстане человеку практически невозможно самореализоваться. Я - очень талантливый человек, я дерусь, пишу картины и книги. Кому это нужно в Казахстане? Никому. В Казахстане у меня есть возможность... Не знаю... Официанткой пойти работать за 100 долларов в месяц, или на охрану в клуб встать (Агапова работала охранником в ночном клубе в родном Павлодаре - прим.). Не знаю, что там делать, у меня там нет никаких возможностей реализовать себя. А тут я и картины могу продавать. Были картины, которые продавала за 500 долларов, последнюю, с кровью, один парень забрал за 250 долларов. Это очень неплохие деньги. У нас бы кто хоть копейку заплатил, а тут люди платят, - сказала Агапова.  Тем не менее, Агапова скучает по Алматы и дома в США у нее висит флаг Казахстана. Я родилась там и выросла. Вот и все. Казахстан - это моя родина, я там родилась и выросла. Я с этим уже ничего не поделаю. Маму не выбирают - родину тоже не выбирают. Я стараюсь быть патриотом своей страны, но лучше буду патриотом где-нибудь в Америке. Хотя, Алматы очень люблю, все еще люблю. Просто в Казахстане тяжело жить - по крайней мере, мне. Я не могу работать на обычных работах, не могу жить стабильной жизнью. Надо, чтобы что-то интересное происходило в жизни. Если ничего не происходит - я ухожу в депрессию. Мне надо, чтобы постоянно было что-то интересное, а в Павлодаре ничего интересного, у меня там пожизненная депрессия. Я туда приезжаю откуда-то, три дня хожу и радуюсь, а потом - все, начинается депрессия. Просто потому, что там нечего делать, ничего не происходит. А в последнее время ко мне началось повышенное внимание, я начала становиться знаменитой, мне как-то это странно, если честно, - отметила Мария Агапова.  Сейчас спортсменка полностью погружена в спорт и творчество, и не хочет отношений.             Посмотреть эту публикацию в Instagram  Cool pictures from @mila_pilar32 . I like???? Thank you for very nice day @missz_raymondz Публикация от  Mariya Agapova (@mma.mashka) 7 Июн 2020 в 6:32 PDT     Я поняла, что вообще замуж не выйду за человека из СНГ. Это просто опасно для жизни, вот и все. У нас, если муж тебя изобьет - что ты сделаешь? Пойдешь и скажешь кому-нибудь - а тебе ответят: ""Ой, это ты виновата, довела мужика"". Пойдешь в милицию - скажут то же самое. Максимум, что сделают - оштрафуют всю семью, заберут деньги из вашего бюджета, а муж продолжит дальше бить жену. Это вообще опасян, такой опасян. Я к парням не приближаюсь, потому что они меня отвлекают от работы. Я сейчас рисую картины, перевожу книги, а они звонят, тянут куда-то. Я же знаю, что они к симпатичной мордашке лезут, они понятия не имеют, что происходит в моей душе. Зачем мне такие? У меня глубокая, насыщенная душа. Зачем мне ребята, которые тянутся к моей оболочке? У них какие-то иллюзии по поводу того, какая я, но я другая. Их иллюзии разрушатся, они уйдут. Зачем мне просто тратить свое время? Мое время очень дорого стоит сейчас, - подчеркнула Агапова. Также она рассказала, в каких случаях ей приходилось бить парней.  К слову, Агапова - вегетарианка, но это не мешает ей быть сильной и мощной. ""Я за три года уже полностью перестроилась, мы с моим диетологом сделали идеальную вегетарианскую диету, именно бойцовскую, с правильным содержанием протеинов. Протеин можно взять из творога, сыра, каких-то соевых продуктов, но многие начинающие вегитарианцы едят одни углеводы - всякие фрукты - и им от этого плохо. Прикол в том, что нужно балансировать. Белки, жиры, углеводы - всему этому нужно учиться, если хочешь быть веганом. Если все сбалансируешь правильно - будешь себя хорошо чувствовать. Главное, чтобы везде был баланс"", - пояснила Агапова. Напомним, дебют Агаповой состоится на UFC Fight Night 17 13 июня (в Казахстане это будет утро 14 июня). Ее соперницей будет американка Ханна Чиферс. Изначально планировалось, что соперницей казахстанки будет бразильянка Мелисса Гатто, но ей отказали в американской визе.
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",18
5027137,Житель Нур-Султана сбил насмерть женщину в Семее и скрылся,"11 июня 2020,17:02",https://www.zakon.kz/5027137-zaderzhan-voditel-skryvshiysya-s-mesta.html,https://static.zakon.kz/uploads/posts/2020-06/2020061117010196669_dtp.jpg,ru,В настоящее время он задержан и водворен в изолятор временного содержания. ,"
Задержан водитель, сбивший насмерть женщину-пешехода в Семее и скрывшийся с места происшествия, сообщает zakon.kz. По информации пресс-службы МВД РК, в ночь на 11 июня 2020 года, на нерегулируемом пешеходном переходе, расположенном на пересечении проспекта Ауэзова и улицы Селевина был совершен наезд на двух пешеходов. От полученных травм 50-летняя женщина скончалась на месте. Второй пешеход после осмотра медиками был направлен на амбулаторное лечение. Водитель, совершивший наезд, с места происшествия скрылся, но его личность вскоре была установлена полицейскими. В настоящее время водитель задержан и водворен в изолятор временного содержания. Им оказался 37-летний житель города Нур-Султан, – сообщил заместитель начальника Департамента полиции ВКО Елдос Закимов. По данному факту начато досудебное расследование, назначен ряд судебных экспертиз.
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",2
5027141,Какие услуги можно получить с помощью QR-кода,"11 июня 2020,17:01",https://www.zakon.kz/5027141-kakie-uslugi-mozhno-poluchit-s.html,https://static.zakon.kz/static_zakon/img/no_image.jpg,ru,," Какие услуги можно получить с помощью QR-кода  Список государственных услуг, которые можно будет получить на портале egov.kz путем сканирования QR-кода, сегодня озвучил министр цифрового развития, инноваций и аэрокосмической промышленности РК Аскар Жумагалиев, выступая на отчетной встрече перед населением, передает пресс-служба МЦРИАП РК.  По его словам, технические специалисты работают над тем, чтобы уже в этом месяце первые услуги можно было подписывать с помощью QR-кода.  В числе первых услуг, для которых реализуют такую возможность, будут: - регистрация брака; - регистрация рождения ребенка; - постановка ребенка на очередь в детский сад; - открытие юридического лица; - прием налоговой отчетности (форма 250.00 по всеобщему декларированию).  «При получении этих услуг на компьютере, вместо подписания ЭЦП, человеку достаточно будет подписать запрос на получение услуги через мобильное приложение eGovMobile, отсканировав QR-код. И не нужно будет устанавливать дополнительную программу для использования ЭЦП на компьютере», - подчеркнул Аскар Жумагалиев.  Таким образом, получая этиуслуги на портале eGov.kz гражданин на этапе подписаниясможет выбрать функцию «Подписать, используя QR-code». После этогонеобходимо отсканировать появившийся на мониторе код, используя приложениеeGovMobile.  Для некоторых услуг возможность подписания запроса на их получение по QR-коду будет реализована уже до конца этого месяца. В дальнейшем этот перечень услуг будет расширяться.  Отметим, что приложение eGovmobile доступно к скачиванию на платформах AppStore и PlayMarket. В нем сейчас доступно 60 видов популярных услуг и сервисов, а также представлены «цифровые документы» гражданина. Для работы сэтим мобильным приложениемнеобходимо наличие ЭЦП и регистрация в базе мобильных граждан.  Вы можете получить ЭЦП удаленно и зарегистрироваться в базе мобильных граждан, пройдя по ссылке https://egov.kz/cms/ru/services/pass_onlineecp.   ",0
5027136,Взлетающие с Байконура ракетоносители не будут использовать гептил с 2026 года,"11 июня 2020,17:01",https://www.zakon.kz/5027136-vzletayushchie-s-kosmodroma-baykonur.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116593384214_raketa.png,ru,В 2026 году все полеты ракетоносителей на гептиле будут исключены на космодроме Байконур - Жумагалиев.,"
В 2026 году ракетоносители, взлетающие с космодрома Байконур не будут использовать гептиловое топливо. Об этом сегодня на отчетной встрече с населением рассказал министр цифрового развития, инноваций и аэрокосмической промышленности Аскар Жумагалиев, сообщает корреспондент zakon.kz. По его словам, на данный момент министерство разрабатывает план и готовит соответствующие документы, для урегулирования вопроса использования гептила на территории Казахстана. Мы ожидаем, что работа будет проведена нами в ближайшее время. Как я и сказал, до 2023 года согласно плана, который у нас имеется сегодня. В 2026 году все полеты ракетоносителей на гептиле будут исключены на космодроме Байконур, - сообщил он. Кроме того, министр отметил, что помимо регулирующих документов, для отказа от геплитового топлива нужно провести модернизацию стартовых площадок космодрома, чтобы ракетоносители могли взлетать с них, используя другое более экологическое топливо. Татьяна Ковалева, Нур-Султан
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",7
5027135,ХҚКО қызметін енді SMS арқылы алуға болады - Жұмағалиев,"11 июня 2020,16:56",https://kaz.zakon.kz/5027135-h-ko-yzmet-n-end-sms-ar-yly-alu-a.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116531699803_2020061115560892148_pm.jpg,kk,"Сонымен қатар ЭЦҚ компьютерге емес, қорғалған серверде сақталады және оны пайдалану үшін бейнеидентификациядан өту керек - министр.","
Қазақстанда ЭЦҚ-ның балама жаңа түрі пайда болады. Бұл туралы ҚР цифрлық даму, инновациялар және аэроғарыш өнеркәсібі министрі Асқар Жұмағалиев халыққа есеп беру кездесуінде айтты, деп хабарлады zakon.kz. Министрліктің баспасөз қызметінің мәліметінше, қазіргі қолданыстағы электронды цифрлық қолтаңбадан (ЭЦҚ) жаңа ""бұлтты"" ЭЦҚ-ның басты айырмашылығы – оны пайдалану үшін компьютерге қосымша бағдарлама (NCALayer) орнатудың қажеті жоқ. Сонымен қатар ЭЦҚ компьютерге емес, қорғалған серверде сақталады және оны пайдалану үшін бейнеидентификациядан өту керек. ""Азаматтар үнемі ЭЦҚ-ға қатысты көп сұрақ қоятын. Біріншіден, ЭЦҚ-ны алу үшін ХҚКО-ға бару кейбіреулерге қиындық тудырса, енді біреулеріне ЭЦҚ-ны пайдалану үшін компьютерге қосымша бағдарлама орнату қажеттігі ұнамады. Осыдан бірнеше ай бұрын біз ЭЦҚ-ны қашықтан алу процесін іске қостық. Ал қазір NCALayer орнатуды қажет етпейтін баламалы электрондық цифрлық қолтаңбаны әзірлеумен айналысудамыз"", - деді Жұмағалиев. Оның айтуынша, қызмет көрсетудің проактивті форматында мемлекеттің өзі азаматқа қажетті қызметті алуды ұсынатынады. Бұл жағдайда адамға ешқайда барудың қажеті жоқ, керісінше телефонға келіп түскен SMS-ке жауап берсе болғаны.   
Telegram арнасындағы маңызды жаңалықтар «zakon.kz». Жазылу!
",0
5027134,Нұр-Сұлтанда ҰБТ үш университеттің базасында өтеді  ,"11 июня 2020,16:47",https://kaz.zakon.kz/5027134-n-r-s-ltanda-bt-sh-universitett.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116463379736_0a1c7d6e34b3bcb969d52e6f0d1afe85.jpg,kk,"Биыл лек саны екі есе артып, барлығы 14-ке жетті. Осылайша былтырғы оқу жылындағыдай күнара емес, әр күн сайын өткізіледі.","
Тест былтырғыдай күнара емес, күн сайын өткізіледі, деп хабарлайды zakon.kz елорда әкімдігінің ресми сайтына сілтеме жасап. Нұр-Сұлтандағы ұлттық бірыңғай тестілеу (ҰБТ) 20 маусым мен 5 шілде аралығында үш университетте өтеді: Л.Гумилев атындағы Еуразия ұлттық университеті (2 589 оқушы, 13 аудитория), С.Сейфуллин атындағы Қазақ агротехникалық университеті (1818 оқушы, 7 аудитория) және Қазақ экономика, қаржы және халықаралық сауда университеті (1884 оқушы, 13 аудитория). ""Бүгінде ҰБТ қатысушыларының мәліметтер базасы бар, сәйкестендіру кодтарын беру рәсімі өтті. ҰБТ өткізу орындары барлық қажетті құрал-жабдықтармен қамтамасыз етілді"", – деп хабарлады Нұр-Сұлтан қалалық білім басқармасы. Биыл лек саны екі есе артып, барлығы 14-ке жетті. Осылайша былтырғы оқу жылындағыдай күнара емес, әр күн сайын өткізіледі.  
Telegram арнасындағы маңызды жаңалықтар «zakon.kz». Жазылу!
",0
5027133,Аким Атырауской области провел прием граждан в онлайн-формате,"11 июня 2020,16:45",https://www.zakon.kz/5027133-akim-atyrauskoy-oblasti-provel-priem.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116424387673_image-11-06-20-03-38.jpg,ru,"Все темы, поднятые в ходе приема, были поставлены на контроль главой региона, ответственным лицам даны соответствующие поручения.  ","
Жители региона задали вопросы по участию в жилищных программах, улучшению жилищных условий, оказанию социальной помощи, по трудоустройству, медицинской помощи, общественной безопасности. Решение вопросов обратившихся на приеме граждан находится на контроле, сообщает zakon.kz со ссылкой на службу коммуникаций Атырауской области.  Все поставленные вопросы и предложения населения были взяты на контроль акима области, который поручил акимам городов и районов, руководителям соответствующих департаментов и управлений изучить их и дать развернутый ответ.  Все темы, поднятые в ходе приема, были поставлены на контроль главой региона, ответственным лицам даны соответствующие поручения.  Главная наша цель - повысить благосостояние наших граждан, найти решение проблемных вопросов каждого человека. Для нас важна проблема каждого человека. Все волнующие вопросы населения будем держать на контроле, - сказал Махамбет Досмухамбетов. 
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",0
5027132,Көлгінов үндеу жасады: Тепсе темір үзетін азаматтар ауруханаға түсуде...,"11 июня 2020,16:43",https://kaz.zakon.kz/5027132-k-lg-nov-ndeu-zhasady-tepse-tem-r-zet-n.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116372397045_2020061116132812802_4734f6d8a5033b25a4c1.jpg,kk,Ауыр хәлде жатқан азаматтарымызда бар.,"
Елорда әкімі Алтай Көлгінов қала тұрғындарына үндеу жасады, деп хабарлайды zakon.kz. ""Құрметті елорда тұрғындары мен қонақтары! Біз тарихымызда алғашқы рет 3 айдан астам уақыттан бері карантин режимінде өмір сүріп келеміз. Төтенше жағдай кезеңін бастан кешірдік. Қатаң тәртіптің арқасында, өзін-өзі оқшаулаудың нәтижесінде біз қауіпті кезеңнен өттік. Қазіргі уақытта көптеген кәсіпорындар жұмысын жандандырды. Азаматтар жұмысына қайта оралды. Қоғамдық көліктер қайта жүруді бастады. Саябақтар мен қоғамдық орындар есігін қайта ашты. Әрине осыған сәйкес азаматтардың да саны көшеде көбейді. Дегенмен, азаматтардың көбеюіне байланысты қауіп арта түсуде. Бірнеше мәселеге көңіл аударуды сұраймын. Бірінші, қазір біз байқағанымыздай ауру жұқтыру ошақтары отбасыларында пайда болуда. Мысалы, балалары, ата-анасы, ата-әжесі де вирусты жұқтырды. Нәтижесінде бүкіл отбасы мүшелерін ауруханаға жатқызуға тура келді. Екінші, көңіл аударуды талап ететін мәселе бұл ұжымдарда ошақтар пайда бола бастады. Соңғы аптадағы вирус анықталған азаматтардың тең жартысынан көбі ол ұжымдардағы азаматтар"",  делінген әкімдіктің ресми сайтында. Отбасында да және жұмыс орынында да санитарлық нормалардың, карантиннің талаптарының дұрыс сақталмауының есебінен деп мамандар айтады. Сондықтан әкім үш мәселеге көңіл аударуды сұрайды.  Біріншіден, қоғамдық орындарда, азаматтар көп шоғырланатын жерде міндетті түрде медициналық масканы тағу қажет.  Екіншіден, қарапайым гигиеналық нормаларды сақтауды ұмытпауымыз қажет. Әсіресе балаларға айтып, отбасымыз бен жұмысымызда да осы тәртіпті бұзбауымыз керек. Үшіншіден, азаматтар көп шоғырланатын жерге барудың қажеті жоқ және де дистанцияны сақтауға міндеттіміз. Тек сонда ғана біз вирустан құтыламыз. Тәжірибе көрсеткендей вирус жасқа қарамайды. Дені сау азаматтар да вирусты жұқтырып, өз-өзін емдеймін деп денсаулығын қиындата түсуде. Жас, тепсе темір үзетін азаматтар ауруханаға түсуде. Ауыр хәлде жатқан азаматтарымызда бар. Егер 600-ден астам ауруханада карантинде болса, соның тең жартысынан көбінде пневмония диагнозы анықталған. Демек, нағыз қауіпті топқа жататындар. Соның ішінде 34 денсаулығы ауыр хәлде деп бағалануда. Олардың 12-сі ИВЛ аппаратына қосылған. Карантин басталғалы бері, Төтенше жағдай жарияланған кезде біз көптеген мекемелерді жабуға мәжбүр болдық. Азаматтарымыз уақытша жұмыссыз қалды. Соған қарамай мемлекетіміз қыруар ақша жұмсады. Аз қамтылған отбасыларға көмек көрсетілді. Орта және шағын бизнесқа үлкен қолдау көрсетілді. Енді қазір жұмысты жандандырғаннан кейін кәсіпорын басшылары соны ұмытпау керек. Барлығымыз айтылған талаптарды орындауға тиістіміз. Біз күнделікті қарап, бақылап жүрміз. Бірақ, азаматтық, әлеуметтік жауапкершілік болу керек. Ендігі ортақ міндетіміз — вирустың таралуына жол бермеу. Қатаң тәртіпті сақтасақ, карантин режимінен ертерек өтеміз.  
Telegram арнасындағы маңызды жаңалықтар «zakon.kz». Жазылу!
",0
5027131,Насколько Алматы обеспечен уличным освещением,"11 июня 2020,16:43",https://www.zakon.kz/5027131-naskolko-almaty-obespechen-ulichnym.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116425361152_whatsapp_image_2019-09-07_at_175847_13.jpg,ru,"На начало 2020 года в городе установлено 116,7 тыс. светоточек.","
Центр развития города Алматы совместно с Управлением цифровизации провели анализ наружного освещения города, передает zakon.kz.  По данным Управления энергоэффективности и инфраструктурного развития г. Алматы (УЭиИР), на начало 2020 года в городе установлено 116,7 тыс. светоточек (светодиодные лампы - более 42%, натриевые газоразрядные – 40%, дуговые ртутные люминесцентные лампы – менее 18%). Это на 20% больше в сравнении с аналогичным периодом прошлого года. Общая протяженность линий наружного освещения составляет почти 4 тыс. км. Обеспеченность Алматы уличными светильниками составляет 71%.  По состоянию на начало 2019 года наибольшее количество светоточек наблюдается в Медеуском (15,8% от общего количества) и Алатауском (15,6%) районах. Далее следуют Турксибский (13,8%), Бостандыкский (13,7%) и Алмалинский (13,5%) районы. 11,5% и 11,3% от общей доли наружного освещения приходятся соответственно на Ауэзовский и Жетысуский районы.  Низкий охват покрытия уличным освещением в Наурызбайском районе (4,8%) связан с наличием большого количества дачных участков, лесопосадочных и крестьянских хозяйств, а также земельных участков под индивидуальное жилищное строительство. Кроме того, район присоединен к городу относительно недавно (2014 г.), поэтому для достижения средних по городу показателей, в том числе и по наружному освещению, требуется определенное время. Как отмечается, модернизация наружного освещения Алматы осуществляется в рамках восьмилетнего проекта ГЧП (2019-2026 гг.), администратором которого является предприятие ""Алматы Кала Жарык"". В 2018 году произведена паспортизация наружного освещения для дальнейшей модернизации.  Сообщается, что с 2019 по 2023 гг. на улицах Алматы планируется замена старых на светодиодные 44 тыс. светильников и 42 тыс. опор, чтобы снизить потребление электроэнергии системой уличного освещения города не менее чем на 15%. Модернизация улиц в 2020 году охватывает в большей степени основные магистрали центральных районов. Однако постепенно фокус будет смещаться на окраины города. Внедряемая программа «Новый Алматы» на 2020-2024 гг. должна обеспечить полноценное освещение в нецентральных городских районах. В рамках этого комплексного плана в 2019 году завершено строительство наружного освещения на ранее неосвещаемых 329 улицах нецентральных районов города. В 2020-2021 гг. задача – осветить оставшиеся 2 024 улицы, - отмечается в сообщении.  На постоянной основе УЭиИР ведется работа с обращениями жителей, поступающих в диспетчерскую службу ""Алматы Кала Жарык"" либо через Общественную приемную акимата  города ""Open Almaty"". Так, за 62 дня (с 1.12.2019 г. по 31.01.2020 г.) через Open Almaty (колл-центр, соцсети, портал, фронт-офис) поступило 601 обращение граждан по освещению города. Из них 437 обращений (более 73%) касаются нефункционирующих фонарей и отсутствия освещения в целом. Больше жалоб на негорящие фонари приходят из Бостандыкского района, на отсутствие фонарей – от жителей Алатауского района.  Горожане также сообщают об освещении в дневное время (6,2%), недостаточном/тусклом освещении (3,5%), отсутствии освещения во дворах (3%), неправильном режиме работы и мерцании фонарей (по 1,3%).
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",1
5027130,Внутренний случай COVID-19 после 55 дней тишины зафиксировали в Пекине,"11 июня 2020,16:36",https://www.zakon.kz/5027130-vnutrenniy-sluchay-covid-19-posle-55.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116361322258_beijing-1877354_960_720.jpg,ru,"Кашля, боли в горле и груди у него не наблюдается.","
В Пекине заявили о внутреннем случае заболевания коронавируса после 55 дней, передает zakon.kz со ссылкой на Global Times. Уроженца Пекина, вместе с двумя членами семьи, привезли в специализированную больницу и помещены под наблюдение. Ранее 52-летний мужчина поехал в больницу на велосипеде с жалобой на повышенную температуру. Все время он был в маске.  Как рассказал мужчина, за последние две недели он не покидал Пекин и не имел контактов с посторонними людьми. Медикам он рассказал о высокой чувствительности к холоду и нехватке сил. Кашля, боли в горле и груди у него не наблюдается.  
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",0
5027129,"""Қазақшаны ұқпаған"". Алматыда бір жігіт қаскөйден қаһарманға айналып шыға келді","11 июня 2020,16:32",https://kaz.zakon.kz/5027129-aza-shany-pa-an-almatyda-b-r-zh-g-t-ask.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116110933856_2020061115452950379_snimok.jpg,kk,Бүкіл түсінбеушілік қыздың қазақ тілін білмейтіндігінен туындаған.,"
8 маусымда Алматыда Әл-Фараби даңғылында белгісіз бір жігіт қызға тиіспек болды деп ақпарат тараған. Бұл туралы жәбірленуші қыз әлеуметтік желілерде жазба жариялап, жігіттің суретін таратқан. Бүгін, 11 маусымда бұл оқиғаның мүлде басқалай болғаны анықталды, деп хабарлайды zakon.kz. Бүкіл түсінбеушілік қыздың қазақ тілін білмейтіндігінен туындаған. Егер бұл рас болса, онда ол жігіт қаскөй емес, батыр болғаны! Сондықтан біз кешірім сұрауымыз керек. Мен өз атымнан зейнеткерді құтқаруға қатысушылардың барлығына алғыс айтамын. Бұл өзі қызық болды ... - деп жазды Дина Смаилова facebook-тегі парақшасында. Содан кейін ол бұл оқиғаның бүкіл мән-жайын үтір-нүктесіне дейін қалдырмай былай баяндап шығады: Көшеде бозбала кетіп бара жатқанда құлап бара жатқан қарияны көреді, ол бірден ол кісіні ұстап қалуға тырысады. Қарияны құшағына алғанымен, ол кісі есінен танып қалған еді. Шұғыл көмек шақыру қажеттігін бірден ұққан жігіт қалта телефонына қол салады. Бірақ оның ток қуаты тасылып қалған болып шығады. Содан айналадағылардан көмек сұрамақ ниетте қараңғы көшеде жігіт қарманып, жүгіре бастайды. Осы кезде ол құлаққап таққан IPhone телефонындағы қызды көреді. Қарияны құтқару үшін бір минутты да жоғалтқысы келмеген жігіт оған қарай жүгіріп барып, қартқа қатысты жағдайды түсіндіре бастады (әрине, қазақ тілінде), сөйтіп оған оның телефоны керек екенін айтады, алайда қыз жігітті тыңдаудың орнына көмек сұрап, бажылдап тұра қашқан. Оған бірдеме түсіндіріп жатуды артық деп тапқан жігіт әл-Фараби даңғылына қарай жүгіріп, жол бойында қолын бұлғап көлік тоқтатуға тырысады. Бір көлік тоқтап, жігіт сөзін тыңдаған ол көмектесуге келіседі. Осылайша екі адам қарияны көлікке салып, бірден ауруханаға тартады (айтпақшы, айыппұлдар болған жоқ). Олар қарияны шұғыл медициналық көмек ауруханасына алып келеді, оған сол арада инфаркт диагнозы қойылған. Қарияның бақытына орай, дер кезінде медициналық көмек көрсетіліп, ол кісі бір ажалдан аман қалды. Сонымен қаһарман жігіттердің есімдері: Қасымбеков Марат, көлік жүргізуші - Орлов Дмитрий, қарияның есімі - Амраев Әлішер...
Telegram арнасындағы маңызды жаңалықтар «zakon.kz». Жазылу!
",0
5027128,Кульгинов: Коронавирус — невидимый враг,"11 июня 2020,16:19",https://www.zakon.kz/5027128-kulginov-koronavirus-nevidimyy-vrag.html,https://static.zakon.kz/uploads/posts/2020-06/2020061116132812802_4734f6d8a5033b25a4c1bce9340f980e.jpg,ru,Он не щадит даже здоровый организм.,"
Аким столицы Алтай Кульгинов обратился к жителям Нур-Султана, сообщает zakon.kz. Уважаемые жители и гости столицы! Вот уже больше 3-х месяцев мы с вами живем в режиме карантина, мы с вами прошли период ЧС, период строгой самоизоляции. Только благодаря этим своевременно принятым мерам, мы могли минимизировать риски распространения коронавируса. Возобновили большинство предприятий, открыли общественные пространства, открыли доступ ко многим объектам, запустили общественный транспорт. Сейчас мы наблюдаем большое количество людей на улицах города. Это понятный, естественный процесс. Но вместе с тем риски увеличиваются, - говорится в сообщении, опубликованном на странице акимата. Именно места массового скопления людей повышают риск заражения вирусом.  Первое. Сейчас мы наблюдаем то, что появляются очаги заражения в семьях. Это результат игнорирования санитарных норм, требований по соблюдению гигиены. Мы видим то, что болеют дети, родители, бабушки и дедушки. Приходится госпитализировать в больницу всех членов семьи. Этого допускать нельзя. Второе. Хочу обратить внимание на то, что мы наблюдаем очаги заражения вирусом в коллективах. За последние недели половина всех инфицированных приходится на коллективы. Это тоже результат несоблюдения саннорм. Необходимо всем соблюдать простые нормы санитарных требований: - первое. В местах массового скопления людей, в общественных и в закрытых пространствах обязательно носить маски. - второе. Строго соблюдать гигиенические нормы: мыть руки, использовать санитайзеры. Особенно дети должны соблюдать эти требования и все члены семьи. - третье. По мере возможности не посещать места массового скопления людей и конечно соблюдать социальную дистанцию. Все это поможет значительно снизить риски заражения вирусом. Коронавирус — невидимый враг. Он не щадит даже здоровый организм. Сейчас мы наблюдаем то, что даже молодые люди заражаются инфекцией. Это говорит о том, что это более активный возраст, эта та активная часть общества, которая посещает места массового скопления людей. Для примера скажу, молодой, здоровый, спортивный человек заразился инфекцией. К сожалению, занимался самолечением и к нам пришёл уже в запущенном состоянии, с двусторонней пневмонией. Врачи подключили его к аппарату ИВЛ. Такие примеры у нас не единичные. Хочу довести до вас информацию о том, что увеличилось количество случаев с пневмонией, у которых также подтвержден коронавирус. В эти дни у нас получают лечение в стационарах свыше 600 пациентов с подтверждённым диагнозом Covid-19. У половины из них -  также пневмония. Это уже группа риска. Состояние 34 пациентов оценивается как тяжелое. 12 из них подключены к аппарату ИВЛ. Это конкретные факты. Это не просто цифры. Это жизнь и здоровье наших жителей. В период ЧП вынуждены были остановить производство. Многие предприятия встали и, конечно же, многие люди временно остались без работы. За этот период государство выделило колоссальные средства из бюджета для того, чтобы поддержать временно безработных, поддержать малый и средний бизнес, оказать большую поддержку малообеспеченным гражданам. Учитывая то, что мы сейчас возобновили предприятия, многие сферы услуг открыли свои двери и вновь заработали. Это очень хорошо. Люди вернулись к своим рабочим местам. Теперь не нужно забывать об ответственности. В первую очередь, руководители предприятий, сами работники, мы должны все соблюдать строгие саннормы. Мы сейчас вместе с санврачами проводим рейды, контролируем. Но должна быть солидарная, гражданская ответственность каждого из нас. И только в этом случае, мы вместе с вами, шаг за шагом будем двигаться вперёд и преодолеем этот непростой период и справимся с вызовами новой реальности.
Больше новостей в Telegram-канале «zakon.kz». Подписывайся!

",3
